logFC,logCPM,PValue,FDR,,
BJP76_RS22640,0.536184249,5.350626019,0.006763378,0.013920203,
BJP76_RS15535,0.535800919,8.925687967,0.002899996,0.006558312,
BJP76_RS04810,0.535613293,7.000888709,0.012734078,0.024489933,
BJP76_RS10995,0.535294298,4.658569032,0.015549248,0.029360997,
BJP76_RS01815,0.535242488,4.461807909,0.043596692,0.072527282,
BJP76_RS07810,0.534695136,4.828188162,0.021094124,0.038574945,
BJP76_RS18390,0.53419494,6.363822178,0.094077513,0.141217927,
BJP76_RS19430,0.534000389,5.0035611,0.117778289,0.171616356,
BJP76_RS07225,0.533171323,2.529464443,0.185491317,0.252733396,
BJP76_RS21775,0.531932908,5.149025018,0.069769299,0.109324734,
BJP76_RS13850,0.531527534,7.279083421,0.001182822,0.002947416,
BJP76_RS03900,0.530557464,2.205142773,0.20788821,0.277768235,
BJP76_RS08630,0.529614213,7.389164255,0.041560159,0.069662897,
BJP76_RS00040,0.527449893,4.347097618,0.043607854,0.072527282,
BJP76_RS23365,0.527231016,4.322275073,0.108592818,0.159974485,
BJP76_RS18055,0.525411031,2.254177926,0.211378972,0.281466058,
BJP76_RS14900,0.525145283,4.649992209,0.121565995,0.176176041,
BJP76_RS19265,0.523574536,4.967241451,0.148904339,0.209942544,
BJP76_RS13970,0.52346829,9.817274103,0.177360362,0.243358882,
BJP76_RS03470,0.523256827,5.364785184,0.010017337,0.019789672,
BJP76_RS05665,0.522556815,1.657004678,0.22331805,0.295160411,
BJP76_RS20775,0.522307311,7.185526571,0.033112479,0.057182139,
BJP76_RS21505,0.521345324,5.035905391,0.017922273,0.033200022,
BJP76_RS05635,0.521072784,5.29284579,0.167022201,0.231024892,
BJP76_RS23800,0.520203646,2.459981769,0.110065977,0.161755045,
BJP76_RS10090,0.519702338,6.51722343,0.013442264,0.025724779,
BJP76_RS15630,0.518296496,4.889311962,0.381269934,0.461338775,
BJP76_RS23230,0.517771463,4.645734587,0.006104924,0.012730239,
BJP76_RS02710,0.51775322,6.557404223,0.166863918,0.230890303,
BJP76_RS15085,0.517010485,4.378284798,0.181754871,0.248433142,
BJP76_RS19670,0.514895248,6.887147461,0.075951998,0.117637663,
BJP76_RS00225,0.512829949,3.389290517,0.115661224,0.168761315,
BJP76_RS06550,0.512649603,4.94151245,0.122191092,0.176902287,
BJP76_RS06845,0.511891078,5.701556035,0.129271507,0.186271061,
BJP76_RS23815,0.508039931,4.176779722,0.173867804,0.2392436,
BJP76_RS18060,0.50755479,4.202563703,0.087718365,0.132975326,
BJP76_RS13035,0.50709885,2.688024459,0.109310855,0.160810918,
BJP76_RS14845,0.506888824,6.287855393,0.14599887,0.206550284,
BJP76_RS21335,0.505570924,9.494428218,0.252483673,0.326846871,
BJP76_RS15175,0.503160412,6.496364136,0.016837699,0.031463198,
BJP76_RS14170,0.502530745,7.29267397,0.006392072,0.013238732,
BJP76_RS18995,0.50207359,5.837027249,0.015258733,0.028903822,
BJP76_RS08850,0.501989553,4.791248126,0.267107087,0.34184916,
BJP76_RS10950,0.501829864,5.517009382,0.00451454,0.009760983,
BJP76_RS11720,0.501210753,8.845246616,0.01008742,0.019900573,
BJP76_RS15380,0.501078416,6.328896854,0.054693541,0.088690548,
BJP76_RS13040,0.500641972,4.53000329,0.058818929,0.094379248,
BJP76_RS14180,0.500580101,4.868911365,0.066818402,0.105631307,
BJP76_RS15620,0.499674623,4.974269092,0.068579875,0.107660596,
BJP76_RS06555,0.496646516,7.247008755,0.09017257,0.13606936,
BJP76_RS09190,0.495478065,7.922069235,0.043275725,0.072086918,
BJP76_RS00980,0.494987998,7.355409347,0.00727647,0.014861912,
BJP76_RS14380,0.494180295,1.694894542,0.245340675,0.319338227,
BJP76_RS20440,0.493172353,4.97970383,0.056118672,0.090658127,
BJP76_RS09870,0.492661311,6.700702197,0.01555495,0.029360997,
BJP76_RS06485,0.492490721,6.060683604,0.016017674,0.030167911,
BJP76_RS15290,0.49247013,6.683599326,0.036448666,0.062190809,
BJP76_RS20785,0.49206097,6.143556891,0.033299948,0.057459523,
BJP76_RS20355,0.490851356,6.346330859,0.218217279,0.289311914,
BJP76_RS22015,0.490527383,5.236072098,0.19267014,0.261101889,
BJP76_RS14720,0.488430908,6.986469765,0.165866929,0.229785286,
BJP76_RS16700,0.488402788,3.020549924,0.254176137,0.328439768,
BJP76_RS09775,0.487378275,6.742322246,0.027094167,0.047950641,
BJP76_RS14470,0.486892478,5.794123917,0.331045592,0.411739157,
BJP76_RS06925,0.486491722,8.89959715,0.03750885,0.063644625,
BJP76_RS19105,0.485203364,7.997852032,0.08172205,0.125260328,
BJP76_RS01310,0.483909,5.559825308,0.025036774,0.044752581,
BJP76_RS21330,0.483678017,7.983102273,0.019352654,0.035649187,
BJP76_RS15065,0.481426657,2.72561857,0.152048994,0.213557002,
BJP76_RS09790,0.480857844,7.222792074,0.041161517,0.069130033,
BJP76_RS21620,0.480566963,6.794602107,0.024696896,0.044182665,
BJP76_RS01660,0.480090067,3.065304944,0.072159037,0.112454619,
BJP76_RS07880,0.479442895,5.901971971,0.015513644,0.02932174,
BJP76_RS14390,0.478732872,4.675389342,0.022491409,0.040747238,
BJP76_RS12935,0.478512853,7.005715647,0.027447498,0.048494733,
BJP76_RS14020,0.478281162,9.804129166,0.02687571,0.047681274,
BJP76_RS18790,0.4782576,2.523773314,0.199985117,0.269639124,
BJP76_RS21765,0.478237927,7.356839744,0.008446348,0.016960045,
BJP76_RS02740,0.478148166,5.509362325,0.129235842,0.186271061,
BJP76_RS13435,0.476326929,8.411630056,0.025601944,0.045705556,
BJP76_RS14055,0.476316578,6.371320775,0.202596615,0.272227278,
BJP76_RS11220,0.475704059,4.158075154,0.250429672,0.324678809,
BJP76_RS07250,0.474528467,2.75469323,0.08498951,0.129711263,
BJP76_RS18255,0.473378163,7.624465518,0.360066316,0.440035369,
BJP76_RS00175,0.473243025,7.144765246,0.099536765,0.14842107,
BJP76_RS11175,0.470301137,4.10772038,0.061583526,0.098299431,
BJP76_RS08545,0.469572276,6.164823581,0.014073259,0.026824409,
BJP76_RS00795,0.469478357,5.982353102,0.004551818,0.009831652,
BJP76_RS02105,0.468787638,6.877434665,0.010407914,0.02043866,
BJP76_RS13305,0.468443147,7.475447635,0.034794571,0.059749522,
BJP76_RS07440,0.468396624,5.86203443,0.151118101,0.2123889,
BJP76_RS08895,0.467691919,7.103215379,0.21312344,0.283564669,
BJP76_RS18820,0.467421449,6.368125049,0.074588228,0.115692828,
BJP76_RS21475,0.466460394,4.724268122,0.051137392,0.083493202,
BJP76_RS05450,0.46428737,7.964041461,0.219190151,0.290511776,
BJP76_RS07755,0.464142474,5.235368125,0.02392669,0.043001747,
BJP76_RS15830,0.463740102,4.702388061,0.044853014,0.074313603,
BJP76_RS13580,0.463596474,5.192649619,0.031454666,0.054827941,
BJP76_RS20930,0.461914372,7.406353513,0.005710369,0.011977505,
BJP76_RS16500,0.461347701,4.920280976,0.142488552,0.202319566,
BJP76_RS02050,0.459969528,6.768848777,0.011543828,0.022491538,
BJP76_RS14910,0.459473216,1.26776367,0.336053914,0.416395602,
BJP76_RS05885,0.458110706,6.379921259,0.024674791,0.044179331,
BJP76_RS19580,0.4574725,6.784128682,0.031040865,0.054150751,
BJP76_RS06005,0.457299027,7.846657648,0.202387712,0.272117397,
BJP76_RS09495,0.45672568,7.456621099,0.049626109,0.081340975,
BJP76_RS11265,0.45628952,5.112372423,0.10191079,0.151538761,
BJP76_RS02790,0.455089336,5.689449609,0.192964943,0.261335945,
BJP76_RS05815,0.454774192,6.456078953,0.057003158,0.091948198,
BJP76_RS14030,0.452182322,8.839795486,0.032713945,0.056670202,
BJP76_RS08615,0.451911522,6.183316163,0.206822824,0.276603721,
BJP76_RS23300,0.449316734,6.694349518,0.201622128,0.271343706,
BJP76_RS05380,0.448775817,8.702425842,0.118460494,0.172492985,
BJP76_RS07385,0.44824807,5.593252568,0.225989245,0.298070233,
BJP76_RS12270,0.447832599,2.396691396,0.232078256,0.304482688,
BJP76_RS13480,0.44777986,6.333276817,0.059368882,0.09511908,
BJP76_RS10055,0.44745317,3.76765762,0.148357927,0.209472389,
BJP76_RS10805,0.44552561,2.21439412,0.229540901,0.301893886,
BJP76_RS04170,0.443860172,7.07294247,0.038352315,0.064895755,
BJP76_RS02060,0.443564927,9.329456174,0.043408007,0.072279143,
BJP76_RS19855,0.442094698,0.735687996,0.444508504,0.521782535,
BJP76_RS21235,0.441499436,6.387048896,0.01146068,0.022352242,
BJP76_RS04165,0.441297774,1.315499297,0.182295838,0.249013556,
BJP76_RS24070,0.44128461,4.488742878,0.035554991,0.060860023,
BJP76_RS10060,0.439830182,6.876039604,0.080022236,0.12300725,
BJP76_RS23690,0.437825297,5.618895655,0.084148942,0.128657722,
BJP76_RS14085,0.437077971,9.497732719,0.040072163,0.06751237,
BJP76_RS15485,0.437052766,6.762169946,0.012063546,0.023357775,
BJP76_RS11365,0.43532009,6.695430102,0.088950323,0.134509478,
BJP76_RS09235,0.435097283,5.284067625,0.108163851,0.159397399,
BJP76_RS02480,0.434657535,9.115666891,0.067584532,0.106566991,
BJP76_RS23005,0.43296819,7.904619826,0.161766754,0.224699376,
BJP76_RS16040,0.43245613,4.880700928,0.396314412,0.47633155,
BJP76_RS16670,0.430787884,7.797449792,0.055043289,0.089190129,
BJP76_RS19920,0.43048613,2.012885912,0.238890577,0.312081343,
BJP76_RS10675,0.429924856,3.323721449,0.113237449,0.16573317,
BJP76_RS00335,0.42694247,9.854249124,0.124025863,0.179437215,
BJP76_RS12915,0.425573648,7.284643777,0.061303906,0.097889601,
BJP76_RS03045,0.424892304,4.633178276,0.042643099,0.071143845,
BJP76_RS20375,0.42487198,6.570429752,0.135559478,0.193816322,
BJP76_RS10585,0.424395836,4.007103471,0.161087589,0.223901288,
BJP76_RS21490,0.423781315,7.757356157,0.042428023,0.070856106,
BJP76_RS14630,0.422776565,4.548274985,0.19263292,0.261101889,
BJP76_RS23380,0.422515757,4.180056304,0.202474046,0.272148003,
BJP76_RS02495,0.422389111,6.743003598,0.279710775,0.355957738,
BJP76_RS02175,0.421468896,7.000657948,0.012315938,0.023728411,
BJP76_RS06605,0.421053492,6.891310531,0.249320954,0.323535315,
BJP76_RS07160,0.421005199,4.271144672,0.07283314,0.113381336,
BJP76_RS08075,0.420698866,7.856406654,0.068734604,0.107863945,
BJP76_RS17095,0.419892742,3.657899253,0.079810548,0.122814147,
BJP76_RS02895,0.415613502,5.765435651,0.150834574,0.212199412,
BJP76_RS17875,0.415053711,4.309695214,0.104407643,0.154782468,
BJP76_RS07435,0.415027253,5.131776769,0.425568231,0.503971673,
BJP76_RS02560,0.414852444,5.85645027,0.173973885,0.239249021,
BJP76_RS16705,0.414800568,3.273661939,0.165586184,0.229483475,
BJP76_RS02575,0.414683164,4.104917271,0.250218414,0.32450319,
BJP76_RS21080,0.414406746,8.357168958,0.037690081,0.063926798,
BJP76_RS05600,0.414036437,8.940606996,0.122114599,0.176851353,
BJP76_RS02535,0.413936507,5.540029336,0.093590326,0.140681244,
BJP76_RS11950,0.413869289,5.388360392,0.255987105,0.330184031,
BJP76_RS19615,0.413712885,2.095774542,0.153815644,0.215472765,
BJP76_RS01740,0.41331826,8.524111109,0.054070968,0.087818239,
BJP76_RS15320,0.413159122,10.61917388,0.189790518,0.257852494,
BJP76_RS15785,0.412997774,3.306189111,0.057645468,0.092739665,
BJP76_RS07715,0.412819441,6.196133015,0.038273562,0.064788105,
BJP76_RS10485,0.412693042,4.231845729,0.06053587,0.096807643,
BJP76_RS09550,0.41211114,6.937521605,0.066598471,0.105439369,
BJP76_RS08290,0.411946457,5.369778079,0.203701263,0.273282704,
BJP76_RS12765,0.411679655,5.419443254,0.101281822,0.150708197,
BJP76_RS13240,0.409510379,8.340115156,0.047376221,0.077976779,
BJP76_RS14035,0.409476185,7.206547964,0.022859849,0.041222835,
BJP76_RS07470,0.408008643,4.891166388,0.085564923,0.130248013,
BJP76_RS01085,0.406973712,5.326857204,0.065925248,0.104528142,
BJP76_RS09565,0.406939071,9.396474153,0.214987352,0.285471728,
BJP76_RS17750,0.406895861,6.776892836,0.059814118,0.095760748,
BJP76_RS21430,0.406379103,6.868360373,0.103413448,0.153559824,
BJP76_RS15015,0.40601491,5.205864295,0.144792035,0.205046213,
BJP76_RS21780,0.40491928,4.024241237,0.205859055,0.275745499,
BJP76_RS12240,0.404827735,2.392501647,0.230454976,0.302907044,
BJP76_RS06325,0.404620691,6.924729267,0.054600748,0.088593358,
BJP76_RS21560,0.402719346,6.844533308,0.040977427,0.068929024,
BJP76_RS06970,0.402605921,5.918000799,0.037063651,0.063033418,
BJP76_RS20485,0.401460467,13.11794453,0.106666937,0.157516784,
BJP76_RS12815,0.401185779,3.936332653,0.14440604,0.20456726,
BJP76_RS10970,0.400433066,6.58950603,0.101983714,0.151594541,
BJP76_RS03670,0.399729825,3.425525191,0.147896076,0.20888918,
BJP76_RS23945,0.399242271,4.378267729,0.260975063,0.335203794,
BJP76_RS04730,0.397995594,7.739448379,0.03085581,0.053915805,
BJP76_RS13815,0.397057231,1.694973829,0.233301103,0.305775807,
BJP76_RS15940,0.396688081,6.091086414,0.044108457,0.073274469,
BJP76_RS14625,0.396444623,5.054886502,0.085584597,0.130248013,
BJP76_RS14410,0.39610806,6.742535548,0.090939785,0.136985651,
BJP76_RS14205,0.39594415,5.678800169,0.058628527,0.094144307,
BJP76_RS08585,0.394683459,5.929053292,0.027017046,0.047872506,
BJP76_RS15440,0.394674731,6.763352032,0.021978099,0.039961362,
BJP76_RS16875,0.393860122,4.597602025,0.276816244,0.352798553,
BJP76_RS06365,0.392279872,7.215621851,0.067241077,0.10618187,
BJP76_RS17770,0.391963858,5.427355524,0.068282907,0.107351863,
BJP76_RS12050,0.391375769,4.460409646,0.362547318,0.442562038,
BJP76_RS21065,0.390022666,7.680193314,0.040002337,0.067421261,
BJP76_RS05855,0.389981618,7.588480991,0.115324567,0.16837806,
BJP76_RS07155,0.389081268,1.872470565,0.29207043,0.36981766,
BJP76_RS00960,0.388279784,4.963390437,0.051309315,0.083741966,
BJP76_RS07950,0.388075874,2.744827211,0.373929644,0.453482382,
BJP76_RS07195,0.387689406,2.861597854,0.114862959,0.167825367,
BJP76_RS18270,0.387441996,4.244468856,0.464346973,0.540769693,
BJP76_RS01090,0.385967104,4.936380883,0.07791375,0.120414716,
BJP76_RS15270,0.385126003,6.86828541,0.106534108,0.157449092,
BJP76_RS13110,0.384249635,1.963141463,0.256078451,0.330202364,
BJP76_RS13070,0.383994703,3.215668059,0.155925508,0.217929187,
BJP76_RS13770,0.38303972,6.574548471,0.095226908,0.142740334,
BJP76_RS13190,0.382692163,3.709703937,0.495479056,0.569741026,
BJP76_RS05955,0.38230981,5.854025195,0.166744315,0.230864299,
BJP76_RS06835,0.38200829,6.122106071,0.041762972,0.069948076,
BJP76_RS02350,0.381900687,9.608026369,0.075931674,0.117637663,
BJP76_RS02190,0.381708049,1.308713037,0.513898879,0.58713667,
BJP76_RS01470,0.379889568,4.125316494,0.313164357,0.392578804,
BJP76_RS14070,0.37854729,7.349411507,0.309402742,0.388545949,
BJP76_RS08855,0.377973492,6.703012876,0.047488934,0.078132255,
BJP76_RS05990,0.376736037,8.693215218,0.160885051,0.223692401,
BJP76_RS04870,0.376284854,8.424588907,0.308667396,0.38785005,
BJP76_RS21120,0.376250386,6.583082323,0.095093175,0.142589801,
BJP76_RS08845,0.375589587,-0.47325999,1,1,
BJP76_RS20240,0.37553202,4.739723986,0.202974721,0.272588731,
BJP76_RS08110,0.374081081,6.592826977,0.138891471,0.197934216,
BJP76_RS08785,0.37372714,4.920655066,0.085198998,0.129938336,
BJP76_RS00350,0.37352064,8.858818053,0.061064379,0.097616357,
BJP76_RS09860,0.373325012,3.713658498,0.206484763,0.276237898,
BJP76_RS05265,0.373230484,5.768828322,0.087703524,0.132975326,
BJP76_RS20675,0.372986998,7.610621424,0.487903509,0.563299602,
BJP76_RS08050,0.372915633,7.726933137,0.258006784,0.331889135,
BJP76_RS07875,0.369650016,7.952162783,0.051976423,0.084733842,
BJP76_RS19605,0.368486242,4.200857902,0.245491106,0.319436908,
BJP76_RS16035,0.368133327,1.474905593,0.574860395,0.641608693,
BJP76_RS21305,0.36575281,6.924393869,0.086241769,0.131201497,
BJP76_RS15595,0.364723148,5.268569699,0.184368689,0.251295389,
BJP76_RS19375,0.364617259,6.734336572,0.149670492,0.210769531,
BJP76_RS06025,0.364388859,4.138717752,0.436735658,0.514847272,
BJP76_RS11255,0.364257968,6.284330866,0.19210191,0.260496761,
BJP76_RS10235,0.36360834,6.504618466,0.151099611,0.2123889,
BJP76_RS11300,0.362245647,5.86847141,0.230627379,0.302929492,
BJP76_RS15250,0.361653652,7.088859929,0.243674747,0.317362821,
BJP76_RS15050,0.361323903,4.499696308,0.074091517,0.115005723,
BJP76_RS05365,0.360472581,0.933582956,0.371266932,0.450763963,
BJP76_RS16625,0.360432967,6.950529161,0.032013356,0.055586332,
BJP76_RS09580,0.360359749,9.943563852,0.106785372,0.157637303,
BJP76_RS08730,0.35965201,9.76032802,0.182409452,0.249089271,
BJP76_RS21285,0.359361022,7.773455096,0.050368141,0.082300005,
BJP76_RS09195,0.35866531,5.542638161,0.104754977,0.155228818,
BJP76_RS18910,0.358450652,4.635619527,0.196682872,0.265531181,
BJP76_RS04340,0.356177261,2.888203473,0.214274399,0.284790035,
BJP76_RS12230,0.35570255,1.508909215,0.360798029,0.440677992,
BJP76_RS18925,0.355660325,9.471407058,0.085380995,0.130107867,
BJP76_RS04250,0.355035788,9.428348606,0.347529421,0.428017744,
BJP76_RS00985,0.352950296,6.52379655,0.059269167,0.094994872,
BJP76_RS00340,0.349699794,5.570613436,0.084089058,0.128612096,
BJP76_RS05705,0.348322484,1.495639966,0.417047427,0.496214574,
BJP76_RS05900,0.346097951,7.453835914,0.06407663,0.101785549,
BJP76_RS03420,0.34438947,5.34373619,0.4077266,0.487291339,
BJP76_RS08640,0.343595163,7.970334803,0.514697257,0.587421743,
BJP76_RS22115,0.343397749,5.927338617,0.10103565,0.150406216,
BJP76_RS10225,0.342834407,1.066209493,0.365911048,0.446032232,
BJP76_RS05715,0.341111916,3.228761701,0.262055885,0.336390178,
BJP76_RS01770,0.339458018,6.448895115,0.16370848,0.227175365,
BJP76_RS09185,0.338413162,4.822747657,0.111988738,0.164130019,
BJP76_RS13975,0.338168013,10.57428526,0.355296019,0.434950602,
BJP76_RS03890,0.338143824,3.307229954,0.415874039,0.494956008,
BJP76_RS04315,0.337678788,5.31736768,0.205703565,0.275623463,
BJP76_RS07185,0.336993659,2.552892635,0.26994783,0.344969153,
BJP76_RS17880,0.336952222,6.131809795,0.253931333,0.328422971,
BJP76_RS16125,0.336842868,7.218919777,0.190394122,0.258262749,
BJP76_RS17090,0.336402418,3.151768705,0.22227983,0.29396971,
BJP76_RS05015,0.335399846,5.285946278,0.087505265,0.132746293,
BJP76_RS14220,0.335260831,6.680702732,0.085181558,0.129938336,
BJP76_RS19805,0.335064229,3.448100319,0.208241961,0.278154083,
BJP76_RS13960,0.334693126,8.67561613,0.319903416,0.399505988,
BJP76_RS14935,0.333330041,6.599031684,0.096325715,0.144135053,
BJP76_RS14395,0.332712981,2.668958205,0.342785668,0.423176217,
BJP76_RS20685,0.331413414,6.44032163,0.117498936,0.171267602,
BJP76_RS19820,0.330893146,6.608912535,0.057224243,0.092235311,
BJP76_RS01445,0.330497713,7.841665805,0.158916097,0.221530384,
BJP76_RS13145,0.329843798,5.210539161,0.18861973,0.256424599,
BJP76_RS16270,0.329267396,4.969283233,0.122640922,0.177493505,
BJP76_RS01680,0.329173312,5.068661953,0.210732248,0.280779568,
BJP76_RS01920,0.32907967,4.739061954,0.222004368,0.293696136,
BJP76_RS05780,0.32627618,2.1059025,0.270441642,0.345393995,
BJP76_RS20445,0.326206668,4.609463879,0.235815697,0.308535146,
BJP76_RS04380,0.325745659,7.548517482,0.27034256,0.345370486,
BJP76_RS21605,0.325422145,5.852438542,0.165116101,0.228980248,
BJP76_RS08920,0.324732503,4.906917246,0.264725612,0.339206927,
BJP76_RS14850,0.323485004,8.470175845,0.337869117,0.418039795,
BJP76_RS05950,0.322699755,3.908328778,0.347533211,0.428017744,
BJP76_RS18900,0.321132432,6.894886546,0.11835768,0.172401914,
BJP76_RS00955,0.321095145,5.718107036,0.190152017,0.258179761,
BJP76_RS03490,0.321087944,1.679088795,0.436495625,0.514847272,
BJP76_RS22955,0.321018095,7.02035349,0.243110539,0.316820767,
BJP76_RS06085,0.319374473,4.60426584,0.265688524,0.340237084,
BJP76_RS04335,0.318358864,5.184170665,0.098868668,0.147527629,
BJP76_RS01385,0.317947043,6.809156875,0.23517602,0.307886404,
BJP76_RS15405,0.316865276,8.334311367,0.382476455,0.462537205,
BJP76_RS05500,0.316562428,7.001593671,0.099014434,0.147693656,
BJP76_RS08600,0.316346647,6.575279634,0.249432315,0.32358174,
BJP76_RS01915,0.31586581,6.667666257,0.158491322,0.221082225,
BJP76_RS18585,0.315521906,8.760580441,0.108103479,0.159363289,
BJP76_RS19825,0.315476672,7.349191986,0.090885948,0.136952744,
BJP76_RS13915,0.314801197,4.894642803,0.334310722,0.414836,
BJP76_RS13485,0.31170141,4.484852223,0.156138384,0.218155491,
BJP76_RS20570,0.311360931,6.965938271,0.135031467,0.193205117,
BJP76_RS14225,0.31038712,6.226510741,0.124905543,0.180587851,
BJP76_RS17815,0.309460227,7.09540925,0.069637709,0.109161125,
BJP76_RS03615,0.309343928,5.257931557,0.255292366,0.329585831,
BJP76_RS05870,0.308739278,6.298582352,0.095335728,0.14285343,
BJP76_RS03745,0.308454069,3.366100693,0.412289081,0.491783103,
BJP76_RS12840,0.306394536,4.564806461,0.353188495,0.432989676,
BJP76_RS23525,0.305498464,5.194906617,0.177181001,0.243190722,
